	ISO_country	Cruise_ID	Latitude	Longitude	Year	Month	Day	Time	WOD_unique	depth(m)	qc_flag	Temp	qc_flag.1	Sal	qc_flag.2	Oxy	qc_flag.3	Phos	qc_flag.4	dum5	qc_flag.5	Sil	qc_flag.6	dum7	qc_flag.7	NO3	qc_flag.8	pH	qc_flag.9	dum10	qc_flag.10	Chl	qc_flag.11	dum12	qc_flag.12	dum13	qc_flag.13	dum14	qc_flag.14	dum15	qc_flag.15	dum16	qc_flag.16	Alk	qc_flag.17	dum18	qc_flag.18	dum19	qc_flag.19	pCO2	qc_flag.20	DIC	qc_flag.21	dum22	qc_flag.22	dum23	qc_flag.23	BAC	qc_flag.24	dum25	qc_flag.25	dum26	qc_flag.26	dum27	qc_flag.27	dum28	qc_flag.28	dum29	qc_flag.29	dum30	qc_flag.30	dum31	qc_flag.31	dum32	qc_flag.32	Trit	qc_flag.33	He	qc_flag.34	dHE3	qc_flag.35	dC14	qc_flag.36	dC13	qc_flag.37	Arg	qc_flag.38	Neo	qc_flag.39	CFC11	qc_flag.40	CFC12	qc_flag.41	CFC113	qc_flag.42	O18	qc_flag.43
466	US	8070	14.02	-61.475	1966	11	10	1.8	491476	315	0	12.7	0	35.79	0																																																																																		
467	US	8070	14.02	-61.475	1966	11	10	1.8	491476	323	0	12.6	0	35.79	0																																																																																		
468	US	8070	14.02	-61.475	1966	11	10	1.8	491476	330	0	12.4	0	35.7	0																																																																																		
469	US	8070	14.02	-61.475	1966	11	10	1.8	491476	338	0	12	0	35.62	0																																																																																		
470	US	8070	14.02	-61.475	1966	11	10	1.8	491476	345	0	12	0	35.64	0																																																																																		
471	US	8070	14.02	-61.475	1966	11	10	1.8	491476	353	0	12	0	35.64	0																																																																																		
472	US	8070	14.02	-61.475	1966	11	10	1.8	491476	360	0	12	0	35.61	0																																																																																		
473	US	8070	14.02	-61.475	1966	11	10	1.8	491476	368	0	11.6	0	35.53	0																																																																																		
474	US	8070	14.02	-61.475	1966	11	10	1.8	491476	375	0	11.2	0	35.5	0																																																																																		
475	US	8070	14.02	-61.475	1966	11	10	1.8	491476	383	0	10.9	0	35.42	0																																																																																		
476	US	8070	14.02	-61.475	1966	11	10	1.8	491476	390	0	10.7	0	35.42	0																																																																																		
477	US	8070	14.02	-61.475	1966	11	10	1.8	491476	398	2	10.5	0	35.41	0																																																																																		
478	US	8070	14.02	-61.475	1966	11	10	1.8	491476	405	2	10.2	0	35.29	0																																																																																		
479	US	8070	14.02	-61.475	1966	11	10	1.8	491476	413	2	9.8	0	35.28	0																																																																																		
480	US	8070	14.02	-61.475	1966	11	10	1.8	491476	420	2	9.7	0	35.2	0																																																																																		
481	US	8070	14.02	-61.475	1966	11	10	1.8	491476	428	0	9.6	0	35.21	0																																																																																		
482	US	8070	14.02	-61.475	1966	11	10	1.8	491476	435	0	9.3	0	35.21	0																																																																																		
483	US	8070	14.02	-61.475	1966	11	10	1.8	491476	443	0	9.2	0	35.21	0																																																																																		
484	US	8070	14.02	-61.475	1966	11	10	1.8	491476	450	0	9.2	0	35.21	0																																																																																		
485	US	8070	14.02	-61.475	1966	11	10	1.8	491476	458	2	9	0	35.19	0																																																																																		
486	US	8070	14.02	-61.475	1966	11	10	1.8	491476	465	2	8.9	0	35.09	0																																																																																		
487	US	8070	14.02	-61.475	1966	11	10	1.8	491476	473	0	8.5	0	35.09	0																																																																																		
488	US	8070	14.02	-61.475	1966	11	10	1.8	491476	480	0	8.3	0	35.05	0																																																																																		
489	US	8070	14.02	-61.475	1966	11	10	1.8	491476	488	0	8.1	0	35.05	0																																																																																		
490	US	8070	14.02	-61.475	1966	11	10	1.8	491476	495	0	8	0	35.03	0																																																																																		
491	US	8070	14.02	-61.475	1966	11	10	1.8	491476	503	2	8	0	35.04	0																																																																																		
492	US	8070	14.02	-61.475	1966	11	10	1.8	491476	510	2	8	0	35.03	0																																																																																		
493	US	8070	13.75	-61.5	1966	11	10	4.2	491487	0	0	28.39	0	33.12	0	200	0	0.1	0																																																																														
494	US	8070	13.75	-61.5	1966	11	10	4.2	491487	8	0	28.19	0	-99.99	0	-99.99	0	-99.99	0																																																																														
495	US	8070	13.75	-61.5	1966	11	10	4.2	491487	15	0	27.95	0	35.43	0	-99.99	0	-99.99	0																																																																														
496	US	8070	13.75	-61.5	1966	11	10	4.2	491487	23	0	27.56	0	35.6	0	-99.99	0	-99.99	0																																																																														
497	US	8070	13.75	-61.5	1966	11	10	4.2	491487	30	0	27.53	0	35.7	0	-99.99	0	-99.99	0																																																																														
498	US	8070	13.75	-61.5	1966	11	10	4.2	491487	38	0	27.47	0	35.75	0	-99.99	0	-99.99	0																																																																														
499	US	8070	13.75	-61.5	1966	11	10	4.2	491487	45	0	27.25	0	35.71	0	-99.99	0	-99.99	0																																																																														
500	US	8070	13.75	-61.5	1966	11	10	4.2	491487	53	0	26.58	0	35.98	0	169	0	0.27	0																																																																														
501	US	8070	13.75	-61.5	1966	11	10	4.2	491487	60	0	26.45	0	36.43	0	-99.99	0	-99.99	0																																																																														
502	US	8070	13.75	-61.5	1966	11	10	4.2	491487	68	0	26.43	0	36.72	0	-99.99	0	-99.99	0																																																																														
503	US	8070	13.75	-61.5	1966	11	10	4.2	491487	75	0	26.18	0	36.75	0	-99.99	0	-99.99	0																																																																														
504	US	8070	13.75	-61.5	1966	11	10	4.2	491487	83	0	23.5	0	36.85	0	162	0	0.3	0																																																																														
505	US	8070	13.75	-61.5	1966	11	10	4.2	491487	90	0	22.98	0	36.82	0	-99.99	0	-99.99	0																																																																														
506	US	8070	13.75	-61.5	1966	11	10	4.2	491487	98	0	22.11	0	36.82	0	-99.99	0	-99.99	0																																																																														
507	US	8070	13.75	-61.5	1966	11	10	4.2	491487	105	0	21.58	0	36.76	0	-99.99	0	-99.99	0																																																																														
508	US	8070	13.75	-61.5	1966	11	10	4.2	491487	113	0	21.07	0	36.7	0	148	0	0.44	0																																																																														
509	US	8070	13.75	-61.5	1966	11	10	4.2	491487	120	0	20.62	0	36.75	0	-99.99	0	-99.99	0																																																																														
510	US	8070	13.75	-61.5	1966	11	10	4.2	491487	128	0	19.7	0	36.5	0	-99.99	0	-99.99	0																																																																														
511	US	8070	13.75	-61.5	1966	11	10	4.2	491487	135	0	19.15	0	36.48	0	-99.99	0	-99.99	0																																																																														
512	US	8070	13.75	-61.5	1966	11	10	4.2	491487	143	0	18.84	0	36.6	0	-99.99	0	-99.99	0																																																																														
513	US	8070	13.75	-61.5	1966	11	10	4.2	491487	150	0	18.65	0	36.61	0	-99.99	0	-99.99	0																																																																														
514	US	8070	13.75	-61.5	1966	11	10	4.2	491487	158	0	18.34	0	36.49	0	149	0	0.51	0																																																																														
515	US	8070	13.75	-61.5	1966	11	10	4.2	491487	165	0	18.16	0	36.54	0	-99.99	0	-99.99	0																																																																														
516	US	8070	13.75	-61.5	1966	11	10	4.2	491487	173	0	18.06	0	36.53	0	-99.99	0	-99.99	0																																																																														
517	US	8070	13.75	-61.5	1966	11	10	4.2	491487	180	0	17.98	0	36.59	0	-99.99	0	-99.99	0																																																																														
518	US	8070	13.75	-61.5	1966	11	10	4.2	491487	188	0	17.29	0	36.37	0	-99.99	0	-99.99	0																																																																														
519	US	8070	13.75	-61.5	1966	11	10	4.2	491487	195	0	16.84	0	36.36	0	-99.99	0	-99.99	0																																																																														
520	US	8070	13.75	-61.5	1966	11	10	4.2	491487	203	0	16.62	0	36.39	0	-99.99	0	-99.99	0																																																																														
521	US	8070	13.75	-61.5	1966	11	10	4.2	491487	210	0	16.3	0	36.26	0	159	0	0.6	0																																																																														
522	US	8070	13.75	-61.5	1966	11	10	4.2	491487	218	0	16.12	0	36.24	0	-99.99	0	-99.99	0																																																																														
523	US	8070	13.75	-61.5	1966	11	10	4.2	491487	225	0	15.73	0	36.17	0	-99.99	0	-99.99	0																																																																														
524	US	8070	13.75	-61.5	1966	11	10	4.2	491487	233	0	15.55	0	36.15	0	-99.99	0	-99.99	0																																																																														
525	US	8070	13.75	-61.5	1966	11	10	4.2	491487	240	0	15.33	0	36.09	0	-99.99	0	-99.99	0																																																																														
526	US	8070	13.75	-61.5	1966	11	10	4.2	491487	248	0	15.06	0	36.08	0	-99.99	0	-99.99	0																																																																														
527	US	8070	13.75	-61.5	1966	11	10	4.2	491487	255	0	14.94	0	36.09	0	-99.99	0	-99.99	0																																																																														
528	US	8070	13.75	-61.5	1966	11	10	4.2	491487	263	0	14.48	0	35.96	0	148	0	0.88	0																																																																														
529	US	8070	13.75	-61.5	1966	11	10	4.2	491487	270	0	14.46	0	35.97	0	-99.99	0	-99.99	0																																																																														
530	US	8070	13.75	-61.5	1966	11	10	4.2	491487	278	0	14	0	35.83	0	-99.99	0	-99.99	0																																																																														
531	US	8070	13.75	-61.5	1966	11	10	4.2	491487	285	0	13.77	0	35.83	0	-99.99	0	-99.99	0																																																																														
532	US	8070	13.75	-61.5	1966	11	10	4.2	491487	293	0	13.5	0	35.76	0	-99.99	0	-99.99	0																																																																														
533	US	8070	13.75	-61.5	1966	11	10	4.2	491487	300	0	13.29	0	35.73	0	-99.99	0	-99.99	0																																																																														
534	US	8070	13.75	-61.5	1966	11	10	4.2	491487	308	0	12.93	0	35.67	0	-99.99	0	-99.99	0																																																																														
535	US	8070	13.75	-61.5	1966	11	10	4.2	491487	315	0	12.77	0	35.64	0	132	0	1.25	0																																																																														
536	US	8070	13.75	-61.5	1966	11	10	4.2	491487	323	0	12.59	0	35.64	0	-99.99	0	-99.99	0																																																																														
537	US	8070	13.75	-61.5	1966	11	10	4.2	491487	330	0	12.28	0	35.63	0	-99.99	0	-99.99	0																																																																														
538	US	8070	13.75	-61.5	1966	11	10	4.2	491487	338	0	11.98	0	35.46	0	-99.99	0	-99.99	0																																																																														
539	US	8070	13.75	-61.5	1966	11	10	4.2	491487	345	0	11.65	0	35.38	0	-99.99	0	-99.99	0																																																																														
540	US	8070	13.75	-61.5	1966	11	10	4.2	491487	353	0	11.43	0	35.44	0	-99.99	0	-99.99	0																																																																														
541	US	8070	13.75	-61.5	1966	11	10	4.2	491487	360	0	11.23	0	35.42	0	-99.99	0	-99.99	0																																																																														
542	US	8070	13.75	-61.5	1966	11	10	4.2	491487	368	0	11.16	0	35.42	0	-99.99	0	-99.99	0																																																																														
543	US	8070	13.75	-61.5	1966	11	10	4.2	491487	375	0	10.98	0	35.34	0	-99.99	0	-99.99	0																																																																														
544	US	8070	13.75	-61.5	1966	11	10	4.2	491487	383	0	10.75	0	35.28	0	-99.99	0	-99.99	0																																																																														
545	US	8070	13.75	-61.5	1966	11	10	4.2	491487	390	0	10.4	0	35.23	0	-99.99	0	-99.99	0																																																																														
546	US	8070	13.75	-61.5	1966	11	10	4.2	491487	398	0	10.16	0	35.27	0	-99.99	0	-99.99	0																																																																														
547	US	8070	13.75	-61.5	1966	11	10	4.2	491487	405	2	10.13	0	35.27	0	-99.99	0	-99.99	0																																																																														
548	US	8070	13.75	-61.5	1966	11	10	4.2	491487	413	2	9.85	0	35.16	0	-99.99	0	-99.99	0																																																																														
549	US	8070	13.75	-61.5	1966	11	10	4.2	491487	420	0	9.64	0	35.15	0	126	0	1.35	0																																																																														
550	US	8070	13.75	-61.5	1966	11	10	4.2	491487	428	0	9.54	0	35.16	0	-99.99	0	-99.99	0																																																																														
551	US	8070	13.75	-61.5	1966	11	10	4.2	491487	435	0	9.26	0	35.1	0	-99.99	0	-99.99	0																																																																														
552	US	8070	13.75	-61.5	1966	11	10	4.2	491487	443	0	9.11	0	35.09	0	-99.99	0	-99.99	0																																																																														
553	US	8070	13.75	-61.5	1966	11	10	4.2	491487	450	0	9.03	0	35.09	0	-99.99	0	-99.99	0																																																																														
554	US	8070	13.75	-61.5	1966	11	10	4.2	491487	458	0	8.96	0	35.09	0	-99.99	0	-99.99	0																																																																														
555	US	8070	13.75	-61.5	1966	11	10	4.2	491487	465	0	8.9	0	35.09	0	-99.99	0	-99.99	0																																																																														
556	US	8070	13.75	-61.5	1966	11	10	4.2	491487	473	0	8.84	0	35.07	0	-99.99	0	-99.99	0																																																																														
557	US	8070	13.75	-61.5	1966	11	10	4.2	491487	480	2	8.77	0	35.07	0	-99.99	0	-99.99	0																																																																														
558	US	8070	13.75	-61.5	1966	11	10	4.2	491487	488	2	8.59	0	35.01	0	-99.99	0	-99.99	0																																																																														
559	US	8070	13.75	-61.5	1966	11	10	4.2	491487	495	2	8.27	0	34.91	0	-99.99	0	-99.99	0																																																																														
560	US	8070	13.75	-61.5	1966	11	10	4.2	491487	503	0	8.19	0	34.99	0	-99.99	0	-99.99	0																																																																														
561	US	8070	13.75	-61.5	1966	11	10	4.2	491487	510	0	8.09	0	34.98	0	-99.99	0	-99.99	0																																																																														
562	US	8070	13.75	-61.5	1966	11	10	4.2	491487	518	0	7.95	0	34.98	0	128	0	1.76	0																																																																														
563	US	8070	13.623	-60.813	1966	11	12	2.4	491613	0	0	28.8	0	35.65	0																																																																																		
564	US	8070	13.623	-60.813	1966	11	12	2.4	491613	8	2	28.3	0	35.75	0																																																																																		
565	US	8070	13.623	-60.813	1966	11	12	2.4	491613	15	2	28.8	0	35.65	0																																																																																		
566	US	8070	13.623	-60.813	1966	11	12	2.4	491613	23	0	28.8	0	35.66	0																																																																																		
567	US	8070	13.623	-60.813	1966	11	12	2.4	491613	30	0	28.8	0	35.66	0																																																																																		
568	US	8070	13.623	-60.813	1966	11	12	2.4	491613	38	0	28.8	0	35.66	0																																																																																		
569	US	8070	13.623	-60.813	1966	11	12	2.4	491613	45	0	28.8	0	35.66	0																																																																																		
570	US	8070	13.623	-60.813	1966	11	12	2.4	491613	53	0	28.5	0	35.77	0																																																																																		
571	US	8070	13.623	-60.813	1966	11	12	2.4	491613	60	0	28.2	0	36.02	0																																																																																		
572	US	8070	13.623	-60.813	1966	11	12	2.4	491613	68	0	27.3	0	36.23	0																																																																																		
573	US	8070	13.623	-60.813	1966	11	12	2.4	491613	75	0	26.3	0	36.4	0																																																																																		
574	US	8070	13.623	-60.813	1966	11	12	2.4	491613	83	0	25.6	0	36.62	0																																																																																		
575	US	8070	13.623	-60.813	1966	11	12	2.4	491613	90	0	24.5	0	36.85	0																																																																																		
576	US	8070	13.623	-60.813	1966	11	12	2.4	491613	98	0	24	0	36.9	0																																																																																		
577	US	8070	13.623	-60.813	1966	11	12	2.4	491613	105	0	22.7	0	36.81	0																																																																																		
578	US	8070	13.623	-60.813	1966	11	12	2.4	491613	113	0	22.7	0	36.97	0																																																																																		
579	US	8070	13.623	-60.813	1966	11	12	2.4	491613	120	0	21.3	0	36.78	0																																																																																		
580	US	8070	13.623	-60.813	1966	11	12	2.4	491613	128	0	20.7	0	36.86	0																																																																																		
581	US	8070	13.623	-60.813	1966	11	12	2.4	491613	135	0	20.3	0	36.9	0																																																																																		
582	US	8070	13.623	-60.813	1966	11	12	2.4	491613	143	0	19.8	0	36.83	0																																																																																		
583	US	8070	13.623	-60.813	1966	11	12	2.4	491613	150	0	19.3	0	36.82	0																																																																																		
584	US	8070	13.623	-60.813	1966	11	12	2.4	491613	158	0	19.1	0	36.8	0																																																																																		
585	US	8070	13.623	-60.813	1966	11	12	2.4	491613	165	0	18.3	0	36.52	0																																																																																		
586	US	8070	13.623	-60.813	1966	11	12	2.4	491613	173	0	18.3	0	36.55	0																																																																																		
587	US	8070	13.623	-60.813	1966	11	12	2.4	491613	180	0	18.2	0	36.55	0																																																																																		
588	US	8070	13.623	-60.813	1966	11	12	2.4	491613	188	0	17.7	0	36.52	0																																																																																		
589	US	8070	13.623	-60.813	1966	11	12	2.4	491613	195	0	17.5	0	36.5	0																																																																																		
590	US	8070	13.623	-60.813	1966	11	12	2.4	491613	203	0	16.7	0	36.3	0																																																																																		
591	US	8070	13.623	-60.813	1966	11	12	2.4	491613	210	0	16.6	0	36.31	0																																																																																		
592	US	8070	13.623	-60.813	1966	11	12	2.4	491613	218	0	16.7	0	36.34	0																																																																																		
593	US	8070	13.623	-60.813	1966	11	12	2.4	491613	225	0	16.7	0	36.34	0																																																																																		
594	US	8070	13.623	-60.813	1966	11	12	2.4	491613	233	0	16.7	0	36.34	0																																																																																		
595	US	8070	13.623	-60.813	1966	11	12	2.4	491613	240	0	16.3	0	36.36	0																																																																																		
596	US	8070	13.623	-60.813	1966	11	12	2.4	491613	248	0	16.1	0	36.31	0																																																																																		
597	US	8070	13.623	-60.813	1966	11	12	2.4	491613	255	0	15.2	0	36.06	0																																																																																		
598	US	8070	13.623	-60.813	1966	11	12	2.4	491613	263	0	14.2	0	35.91	0																																																																																		
599	US	8070	13.623	-60.813	1966	11	12	2.4	491613	270	0	14	0	35.91	0																																																																																		
600	US	8070	13.623	-60.813	1966	11	12	2.4	491613	278	0	13.8	0	35.87	0																																																																																		
601	US	8070	13.623	-60.813	1966	11	12	2.4	491613	285	0	13.7	0	35.87	0																																																																																		
602	US	8070	13.623	-60.813	1966	11	12	2.4	491613	293	0	13.7	0	35.78	0																																																																																		
603	US	8070	13.623	-60.813	1966	11	12	2.4	491613	300	0	13.1	0	35.77	0																																																																																		
604	US	8070	13.623	-60.813	1966	11	12	2.4	491613	308	0	12.8	0	35.75	0																																																																																		
605	US	8070	13.623	-60.813	1966	11	12	2.4	491613	315	0	12.7	0	35.74	0																																																																																		
606	US	8070	13.623	-60.813	1966	11	12	2.4	491613	323	0	12.4	0	35.73	0																																																																																		
607	US	8070	13.623	-60.813	1966	11	12	2.4	491613	330	0	12.3	0	35.69	0																																																																																		
608	US	8070	13.623	-60.813	1966	11	12	2.4	491613	338	0	11.7	0	35.47	0																																																																																		
609	US	8070	13.623	-60.813	1966	11	12	2.4	491613	345	0	11.3	0	35.43	0																																																																																		
610	US	8070	13.623	-60.813	1966	11	12	2.4	491613	353	0	10.7	0	35.43	0																																																																																		
611	US	8070	13.623	-60.813	1966	11	12	2.4	491613	360	0	10.6	0	35.42	0																																																																																		
612	US	8070	13.623	-60.813	1966	11	12	2.4	491613	368	0	10.3	0	35.38	0																																																																																		
613	US	8070	13.623	-60.813	1966	11	12	2.4	491613	375	0	10.3	0	35.36	0																																																																																		
614	US	8070	13.623	-60.813	1966	11	12	2.4	491613	383	0	10.1	0	35.35	0																																																																																		
615	US	8070	13.623	-60.813	1966	11	12	2.4	491613	390	0	10	0	35.35	0																																																																																		
616	US	8070	13.623	-60.813	1966	11	12	2.4	491613	398	2	10	0	35.35	0																																																																																		
617	US	8070	13.623	-60.813	1966	11	12	2.4	491613	405	2	9.7	0	35.26	0																																																																																		
618	US	8070	13.623	-60.813	1966	11	12	2.4	491613	413	0	9.5	0	35.24	0																																																																																		
619	US	8070	13.623	-60.813	1966	11	12	2.4	491613	420	2	9.5	0	35.24	0																																																																																		
620	US	8070	13.623	-60.813	1966	11	12	2.4	491613	428	2	9.5	0	35.11	0																																																																																		
621	US	8070	13.623	-60.813	1966	11	12	2.4	491613	435	0	9.4	0	35.12	0																																																																																		
622	US	8070	13.623	-60.813	1966	11	12	2.4	491613	443	0	9.3	0	35.12	0																																																																																		
623	US	8070	13.623	-60.813	1966	11	12	2.4	491613	450	0	9.3	0	35.12	0																																																																																		
624	US	8070	13.623	-60.813	1966	11	12	2.4	491613	458	0	9.2	0	35.12	0																																																																																		
625	US	8070	13.623	-60.813	1966	11	12	2.4	491613	465	0	9	0	35.12	0																																																																																		
626	US	8070	13.623	-60.813	1966	11	12	2.4	491613	473	0	9	0	35.12	0																																																																																		
627	US	8070	13.623	-60.813	1966	11	12	2.4	491613	480	0	9	0	35.12	0																																																																																		
628	US	8070	13.623	-60.813	1966	11	12	2.4	491613	488	0	8.8	0	35.1	0																																																																																		
629	US	8070	13.623	-60.813	1966	11	12	2.4	491613	495	0	8.7	0	35.09	0																																																																																		
630	US	8070	13.623	-60.813	1966	11	12	2.4	491613	503	0	8.6	0	35.07	0																																																																																		
631	US	8070	13.623	-60.813	1966	11	12	2.4	491613	510	0	8.4	0	35.06	0																																																																																		
632	US	8070	13.727	-60.577	1966	11	12	4.7	491616	0	0	28.69	0	35.55	0	199	0	0.15	0																																																																														
633	US	8070	13.727	-60.577	1966	11	12	4.7	491616	8	0	28.73	0	35.58	0	-99.99	0	-99.99	0																																																																														
634	US	8070	13.727	-60.577	1966	11	12	4.7	491616	15	0	28.77	0	35.62	0	-99.99	0	-99.99	0																																																																														
635	US	8070	13.727	-60.577	1966	11	12	4.7	491616	23	0	28.79	0	35.63	0	-99.99	0	-99.99	0																																																																														
636	US	8070	13.727	-60.577	1966	11	12	4.7	491616	30	0	28.79	0	35.64	0	-99.99	0	-99.99	0																																																																														
637	US	8070	13.727	-60.577	1966	11	12	4.7	491616	38	0	28.78	0	35.67	0	-99.99	0	-99.99	0																																																																														
638	US	8070	13.727	-60.577	1966	11	12	4.7	491616	45	0	28.64	0	35.77	0	-99.99	0	-99.99	0																																																																														
639	US	8070	13.727	-60.577	1966	11	12	4.7	491616	53	0	27.97	0	36	0	200	0	0.14	0																																																																														
640	US	8070	13.727	-60.577	1966	11	12	4.7	491616	60	0	27.64	0	36.08	0	-99.99	0	-99.99	0																																																																														
641	US	8070	13.727	-60.577	1966	11	12	4.7	491616	68	0	27.39	0	36.14	0	-99.99	0	-99.99	0																																																																														
642	US	8070	13.727	-60.577	1966	11	12	4.7	491616	75	0	26.59	0	36.31	0	-99.99	0	-99.99	0																																																																														
643	US	8070	13.727	-60.577	1966	11	12	4.7	491616	83	0	25.43	0	36.56	0	190	0	0.25	0																																																																														
644	US	8070	13.727	-60.577	1966	11	12	4.7	491616	90	0	25.31	0	36.56	0	-99.99	0	-99.99	0																																																																														
645	US	8070	13.727	-60.577	1966	11	12	4.7	491616	98	0	24.73	0	36.6	0	-99.99	0	-99.99	0																																																																														
646	US	8070	13.727	-60.577	1966	11	12	4.7	491616	105	0	23.78	0	-99.99	0	-99.99	0	-99.99	0																																																																														
647	US	8070	13.727	-60.577	1966	11	12	4.7	491616	113	0	23.16	0	36.83	0	-99.99	0	-99.99	0																																																																														
648	US	8070	13.727	-60.577	1966	11	12	4.7	491616	120	0	22.27	0	36.8	0	151	0	0.39	0																																																																														
649	US	8070	13.727	-60.577	1966	11	12	4.7	491616	128	0	21.61	0	36.81	0	-99.99	0	-99.99	0																																																																														
650	US	8070	13.727	-60.577	1966	11	12	4.7	491616	135	0	21.32	0	36.78	0	-99.99	0	-99.99	0																																																																														
651	US	8070	13.727	-60.577	1966	11	12	4.7	491616	143	0	20.69	0	36.74	0	-99.99	0	-99.99	0																																																																														
652	US	8070	13.727	-60.577	1966	11	12	4.7	491616	150	0	20.29	0	36.69	0	-99.99	0	-99.99	0																																																																														
653	US	8070	13.727	-60.577	1966	11	12	4.7	491616	158	0	19.87	0	36.65	0	144	0	0.58	0																																																																														
654	US	8070	13.727	-60.577	1966	11	12	4.7	491616	165	0	19.22	0	36.43	0	-99.99	0	-99.99	0																																																																														
655	US	8070	13.727	-60.577	1966	11	12	4.7	491616	173	0	18.69	0	36.52	0	-99.99	0	-99.99	0																																																																														
656	US	8070	13.727	-60.577	1966	11	12	4.7	491616	180	0	18.3	0	36.49	0	-99.99	0	-99.99	0																																																																														
657	US	8070	13.727	-60.577	1966	11	12	4.7	491616	188	0	18.01	0	36.51	0	-99.99	0	-99.99	0																																																																														
658	US	8070	13.727	-60.577	1966	11	12	4.7	491616	195	0	17.72	0	36.46	0	-99.99	0	-99.99	0																																																																														
659	US	8070	13.727	-60.577	1966	11	12	4.7	491616	203	0	17.16	0	-99.99	0	-99.99	0	-99.99	0																																																																														
660	US	8070	13.727	-60.577	1966	11	12	4.7	491616	210	0	16.72	0	36.4	0	147	0	0.6	0																																																																														
661	US	8070	13.727	-60.577	1966	11	12	4.7	491616	218	0	16.36	0	36.29	0	-99.99	0	-99.99	0																																																																														
662	US	8070	13.727	-60.577	1966	11	12	4.7	491616	225	0	15.91	0	36.23	0	-99.99	0	-99.99	0																																																																														
663	US	8070	13.727	-60.577	1966	11	12	4.7	491616	233	0	15.41	0	36.06	0	-99.99	0	-99.99	0																																																																														
664	US	8070	13.727	-60.577	1966	11	12	4.7	491616	240	0	14.99	0	36.04	0	-99.99	0	-99.99	0																																																																														
665	US	8070	13.727	-60.577	1966	11	12	4.7	491616	248	0	14.84	0	36.05	0	-99.99	0	-99.99	0																																																																														
666	US	8070	13.727	-60.577	1966	11	12	4.7	491616	255	0	14.31	0	35.84	0	-99.99	0	-99.99	0																																																																														
667	US	8070	13.727	-60.577	1966	11	12	4.7	491616	263	0	14.19	0	35.93	0	146	0	0.89	0																																																																														
668	US	8070	13.727	-60.577	1966	11	12	4.7	491616	270	0	13.89	0	35.88	0	-99.99	0	-99.99	0																																																																														
669	US	8070	13.727	-60.577	1966	11	12	4.7	491616	278	0	13.72	0	35.86	0	-99.99	0	-99.99	0																																																																														
670	US	8070	13.727	-60.577	1966	11	12	4.7	491616	285	0	13.12	0	35.73	0	-99.99	0	-99.99	0																																																																														
671	US	8070	13.727	-60.577	1966	11	12	4.7	491616	293	0	12.84	0	35.68	0	-99.99	0	-99.99	0																																																																														
672	US	8070	13.727	-60.577	1966	11	12	4.7	491616	300	0	12.43	0	35.57	0	-99.99	0	-99.99	0																																																																														
673	US	8070	13.727	-60.577	1966	11	12	4.7	491616	308	0	12.07	0	35.47	0	126	0	1.32	0																																																																														
674	US	8070	13.727	-60.577	1966	11	12	4.7	491616	315	0	11.39	0	35.34	0	-99.99	0	-99.99	0																																																																														
675	US	8070	13.727	-60.577	1966	11	12	4.7	491616	323	0	11.11	0	35.34	0	-99.99	0	-99.99	0																																																																														
676	US	8070	13.727	-60.577	1966	11	12	4.7	491616	330	0	10.75	0	35.32	0	-99.99	0	-99.99	0																																																																														
677	US	8070	13.727	-60.577	1966	11	12	4.7	491616	338	0	10.71	0	35.31	0	-99.99	0	-99.99	0																																																																														
678	US	8070	13.727	-60.577	1966	11	12	4.7	491616	345	0	10.29	0	35.21	0	-99.99	0	-99.99	0																																																																														
679	US	8070	13.727	-60.577	1966	11	12	4.7	491616	353	0	10.13	0	35.21	0	-99.99	0	-99.99	0																																																																														
680	US	8070	13.727	-60.577	1966	11	12	4.7	491616	360	0	10.03	0	35.18	0	-99.99	0	-99.99	0																																																																														
681	US	8070	13.727	-60.577	1966	11	12	4.7	491616	368	0	9.79	0	35.12	0	-99.99	0	-99.99	0																																																																														
682	US	8070	13.727	-60.577	1966	11	12	4.7	491616	375	0	9.72	0	35.15	0	-99.99	0	-99.99	0																																																																														
683	US	8070	13.727	-60.577	1966	11	12	4.7	491616	383	0	9.62	0	35.13	0	-99.99	0	-99.99	0																																																																														
684	US	8070	13.727	-60.577	1966	11	12	4.7	491616	390	0	9.43	0	35.1	0	-99.99	0	-99.99	0																																																																														
685	US	8070	13.727	-60.577	1966	11	12	4.7	491616	398	0	9.32	0	35.08	0	-99.99	0	-99.99	0																																																																														
686	US	8070	13.727	-60.577	1966	11	12	4.7	491616	405	0	9.21	0	35.09	0	-99.99	0	-99.99	0																																																																														
687	US	8070	13.727	-60.577	1966	11	12	4.7	491616	413	0	9.16	0	35.07	0	123	0	1.7	0																																																																														
688	US	8070	13.727	-60.577	1966	11	12	4.7	491616	420	0	9.13	0	35.07	0	-99.99	0	-99.99	0																																																																														
689	US	8070	13.727	-60.577	1966	11	12	4.7	491616	428	2	9.04	0	35.05	0	-99.99	0	-99.99	0																																																																														
690	US	8070	13.727	-60.577	1966	11	12	4.7	491616	435	2	8.81	0	34.99	0	-99.99	0	-99.99	0																																																																														
691	US	8070	13.727	-60.577	1966	11	12	4.7	491616	443	0	8.68	0	35.01	0	-99.99	0	-99.99	0																																																																														
692	US	8070	13.727	-60.577	1966	11	12	4.7	491616	450	0	8.65	0	35.01	0	-99.99	0	-99.99	0																																																																														
