	ISO_country	Cruise_ID	Latitude	Longitude	Year	Month	Day	Time	WOD_unique	depth(m)	qc_flag	Temp	qc_flag.1	Sal	qc_flag.2	Oxy	qc_flag.3	Phos	qc_flag.4	dum5	qc_flag.5	Sil	qc_flag.6	dum7	qc_flag.7	NO3	qc_flag.8	pH	qc_flag.9	dum10	qc_flag.10	Chl	qc_flag.11	dum12	qc_flag.12	dum13	qc_flag.13	dum14	qc_flag.14	dum15	qc_flag.15	dum16	qc_flag.16	Alk	qc_flag.17	dum18	qc_flag.18	dum19	qc_flag.19	pCO2	qc_flag.20	DIC	qc_flag.21	dum22	qc_flag.22	dum23	qc_flag.23	BAC	qc_flag.24	dum25	qc_flag.25	dum26	qc_flag.26	dum27	qc_flag.27	dum28	qc_flag.28	dum29	qc_flag.29	dum30	qc_flag.30	dum31	qc_flag.31	dum32	qc_flag.32	Trit	qc_flag.33	He	qc_flag.34	dHE3	qc_flag.35	dC14	qc_flag.36	dC13	qc_flag.37	Arg	qc_flag.38	Neo	qc_flag.39	CFC11	qc_flag.40	CFC12	qc_flag.41	CFC113	qc_flag.42	O18	qc_flag.43
1669	US	1601	14.067	-61.117	1970	2	17	6.7	593446	1852	0	4.11	0	34.968	0	222	0					32	0																																																																										
1670	US	1601	13.9	-61.167	1970	2	17	9.3	593457	1	0	26.71	0	35.641	0	200	0					2	0																																																																										
1671	US	1601	13.9	-61.167	1970	2	17	9.3	593457	49	0	26.69	0	36.025	0	202	0					1	0																																																																										
1672	US	1601	13.9	-61.167	1970	2	17	9.3	593457	74	0	25.9	0	36.801	0	198	0					1	0																																																																										
1673	US	1601	13.9	-61.167	1970	2	17	9.3	593457	98	0	24.88	0	36.88	0	190	0					1	0																																																																										
1674	US	1601	13.9	-61.167	1970	2	17	9.3	593457	108	0	23.35	0	36.923	0	174	0					1	0																																																																										
1675	US	1601	13.9	-61.167	1970	2	17	9.3	593457	118	0	22.42	0	36.936	0	177	0					1	0																																																																										
1676	US	1601	13.9	-61.167	1970	2	17	9.3	593457	127	0	21.12	0	36.801	0	165	0					2	0																																																																										
1677	US	1601	13.9	-61.167	1970	2	17	9.3	593457	137	0	20.9	0	36.745	0	161	0					2	0																																																																										
1678	US	1601	13.9	-61.167	1970	2	17	9.3	593457	167	0	17.22	0	36.195	0	139	0					5	0																																																																										
1679	US	1601	13.9	-61.167	1970	2	17	9.3	593457	196	0	15.87	0	35.982	0	134	0					6	0																																																																										
1680	US	1601	13.9	-61.167	1970	2	17	9.3	593457	245	0	13.93	0	35.674	0	134	0					8	0																																																																										
1681	US	1601	13.9	-61.167	1970	2	17	9.3	593457	294	0	13.26	0	35.594	0	134	0					9	0																																																																										
1682	US	1601	13.9	-61.167	1970	2	17	9.3	593457	343	0	11.27	0	35.259	0	128	0					12	0																																																																										
1683	US	1601	13.9	-61.167	1970	2	17	9.3	593457	392	0	10.88	0	35.237	0	125	0					13	0																																																																										
1684	US	1601	13.9	-61.167	1970	2	17	9.3	593457	441	0	10.33	0	35.176	0	123	0					14	0																																																																										
1685	US	1601	13.9	-61.167	1970	2	17	9.3	593457	490	0	9.11	0	35.007	0	122	0					16	0																																																																										
1686	US	1601	13.9	-61.167	1970	2	17	9.3	593457	539	0	8.28	0	34.889	0	123	0					18	0																																																																										
1687	US	1601	13.9	-61.167	1970	2	17	9.3	593457	588	0	7.41	0	34.778	0	134	0					20	0																																																																										
1688	US	1601	13.9	-61.167	1970	2	17	9.3	593457	610	0	7.18	0	34.751	0	128	0					21	0																																																																										
1689	US	1601	13.9	-61.167	1970	2	17	9.3	593457	659	0	6.8	0	34.734	0	128	0					22	0																																																																										
1690	US	1601	13.9	-61.167	1970	2	17	9.3	593457	708	0	6.19	0	34.702	0	131	0					-99.99	0																																																																										
1691	US	1601	13.9	-61.167	1970	2	17	9.3	593457	757	0	5.92	0	34.712	0	141	0					25	0																																																																										
1692	US	1601	13.9	-61.167	1970	2	17	9.3	593457	854	0	5.645	0	34.762	0	148	0					25	0																																																																										
1693	US	1601	13.9	-61.167	1970	2	17	9.3	593457	952	0	5.16	0	34.847	0	169	0					26	0																																																																										
1694	US	1601	13.9	-61.167	1970	2	17	9.3	593457	1049	0	4.84	0	34.907	0	182	0					27	0																																																																										
1695	US	1601	13.9	-61.167	1970	2	17	9.3	593457	1147	0	4.63	0	34.927	0	189	0					27	0																																																																										
1696	US	1601	13.9	-61.167	1970	2	17	9.3	593457	1245	0	4.435	0	34.944	0	195	0					28	0																																																																										
1697	US	1601	13.9	-61.167	1970	2	17	9.3	593457	1391	0	4.3	0	34.954	0	199	0					28	0																																																																										
1698	US	1601	13.9	-61.167	1970	2	17	9.3	593457	1489	0	4.25	0	34.967	0	202	0					29	0																																																																										
1699	US	1601	13.783	-61.183	1970	2	17	12.1	593468	1	0	27.03	0	35.785	0	200	0					2	0																																																																										
1700	US	1601	13.783	-61.183	1970	2	17	12.1	593468	46	0	27.09	0	35.817	0	203	0					2	0																																																																										
1701	US	1601	13.783	-61.183	1970	2	17	12.1	593468	69	0	25.88	0	36.719	0	194	0					1	0																																																																										
1702	US	1601	13.783	-61.183	1970	2	17	12.1	593468	92	0	24.82	0	37.119	0	183	0					1	0																																																																										
1703	US	1601	13.783	-61.183	1970	2	17	12.1	593468	102	0	24.43	0	37.112	0	180	0					1	0																																																																										
1704	US	1601	13.783	-61.183	1970	2	17	12.1	593468	111	0	23.36	0	37.03	0	168	0					2	0																																																																										
1705	US	1601	13.783	-61.183	1970	2	17	12.1	593468	120	0	22.76	0	37.009	0	159	0					2	0																																																																										
1706	US	1601	13.783	-61.183	1970	2	17	12.1	593468	130	0	21.71	0	36.922	0	158	0					2	0																																																																										
1707	US	1601	13.783	-61.183	1970	2	17	12.1	593468	158	0	18.82	0	36.438	0	140	0					4	0																																																																										
1708	US	1601	13.783	-61.183	1970	2	17	12.1	593468	186	0	15.54	0	35.894	0	138	0					7	0																																																																										
1709	US	1601	13.783	-61.183	1970	2	17	12.1	593468	234	0	13.48	0	35.555	0	137	0					9	0																																																																										
1710	US	1601	13.783	-61.183	1970	2	17	12.1	593468	281	0	11.94	0	35.305	0	132	0					11	0																																																																										
1711	US	1601	13.783	-61.183	1970	2	17	12.1	593468	329	0	11.19	0	35.191	0	131	0					12	0																																																																										
1712	US	1601	13.783	-61.183	1970	2	17	12.1	593468	377	0	11.39	0	35.309	0	127	0					12	0																																																																										
1713	US	1601	13.783	-61.183	1970	2	17	12.1	593468	426	0	10.365	0	35.18	0	121	0					14	0																																																																										
1714	US	1601	13.783	-61.183	1970	2	17	12.1	593468	474	0	9.515	0	35.038	0	121	0					16	0																																																																										
1715	US	1601	13.783	-61.183	1970	2	17	12.1	593468	523	0	9.13	0	34.99	0	121	0					18	0																																																																										
1716	US	1601	13.783	-61.183	1970	2	17	12.1	593468	572	0	8.09	0	34.869	0	129	0					20	0																																																																										
1717	US	1601	13.783	-61.183	1970	2	17	12.1	593468	600	0	7.135	0	34.739	0	129	0					23	0																																																																										
1718	US	1601	13.783	-61.183	1970	2	17	12.1	593468	647	0	6.85	0	34.733	0	129	0					24	0																																																																										
1719	US	1601	13.783	-61.183	1970	2	17	12.1	593468	694	0	6.505	0	34.721	0	129	0					25	0																																																																										
1720	US	1601	13.783	-61.183	1970	2	17	12.1	593468	742	0	6.315	0	34.743	0	137	0					25	0																																																																										
1721	US	1601	13.783	-61.183	1970	2	17	12.1	593468	789	0	5.96	0	34.748	0	143	0					26	0																																																																										
1722	US	1601	13.783	-61.183	1970	2	17	12.1	593468	837	0	5.735	0	34.758	0	147	0					27	0																																																																										
1723	US	1601	13.783	-61.183	1970	2	17	12.1	593468	885	0	5.555	0	34.789	0	154	0					27	0																																																																										
1724	US	1601	13.783	-61.183	1970	2	17	12.1	593468	981	0	5.085	0	34.861	0	172	0					28	0																																																																										
1725	US	1601	13.783	-61.183	1970	2	17	12.1	593468	1175	0	4.51	0	34.937	0	193	0					29	0																																																																										
1726	US	1601	13.783	-61.183	1970	2	17	12.1	593468	1373	0	4.315	0	34.955	0	200	0					31	0																																																																										
1727	US	1601	13.783	-61.183	1970	2	17	12.1	593468	1573	0	4.165	0	34.96	0	204	0					32	0																																																																										
1728	US	1601	13.583	-61.167	1970	2	17	15.4	593475	1	0	27.01	0	35.84	0	202	0					2	0																																																																										
1729	US	1601	13.583	-61.167	1970	2	17	15.4	593475	47	0	27.08	0	35.867	0	205	0					2	0																																																																										
1730	US	1601	13.583	-61.167	1970	2	17	15.4	593475	70	0	26.47	0	36.725	0	225	0					1	0																																																																										
1731	US	1601	13.583	-61.167	1970	2	17	15.4	593475	94	0	24.21	0	37.059	0	227	0					1	0																																																																										
1732	US	1601	13.583	-61.167	1970	2	17	15.4	593475	103	0	23.46	0	37.004	0	166	0					1	0																																																																										
1733	US	1601	13.583	-61.167	1970	2	17	15.4	593475	113	0	22.64	0	36.993	0	174	0					2	0																																																																										
1734	US	1601	13.583	-61.167	1970	2	17	15.4	593475	122	0	20.72	0	36.802	0	161	0					2	0																																																																										
1735	US	1601	13.583	-61.167	1970	2	17	15.4	593475	132	0	18.94	0	36.425	0	146	0					5	0																																																																										
1736	US	1601	13.583	-61.167	1970	2	17	15.4	593475	160	0	16.74	0	36.186	0	139	0					5	0																																																																										
1737	US	1601	13.583	-61.167	1970	2	17	15.4	593475	188	0	15.38	0	35.883	0	136	0					7	0																																																																										
1738	US	1601	13.583	-61.167	1970	2	17	15.4	593475	235	0	13.3	0	35.532	0	136	0					9	0																																																																										
1739	US	1601	13.583	-61.167	1970	2	17	15.4	593475	282	0	11.44	0	35.264	0	129	0					12	0																																																																										
1740	US	1601	13.583	-61.167	1970	2	17	15.4	593475	329	0	9.85	0	35.009	0	136	0					14	0																																																																										
1741	US	1601	13.583	-61.167	1970	2	17	15.4	593475	376	0	8.97	0	34.895	0	131	0					17	0																																																																										
1742	US	1601	13.583	-61.167	1970	2	17	15.4	593475	423	0	8.785	0	34.916	0	135	0					18	0																																																																										
1743	US	1601	13.583	-61.167	1970	2	17	15.4	593475	470	0	8.8	0	34.966	0	129	0					18	0																																																																										
1744	US	1601	13.583	-61.167	1970	2	17	15.4	593475	517	0	7.835	0	34.847	0	124	0					20	0																																																																										
1745	US	1601	13.583	-61.167	1970	2	17	15.4	593475	551	0	7.245	0	34.761	0	139	0					22	0																																																																										
1746	US	1601	13.583	-61.167	1970	2	17	15.4	593475	564	0	7.13	0	34.767	0	131	0					22	0																																																																										
1747	US	1601	13.583	-61.167	1970	2	17	15.4	593475	598	0	6.92	0	34.757	0	130	0					23	0																																																																										
1748	US	1601	13.583	-61.167	1970	2	17	15.4	593475	645	0	6.545	0	34.738	0	134	0					24	0																																																																										
1749	US	1601	13.583	-61.167	1970	2	17	15.4	593475	692	0	6.21	0	34.724	0	151	0					25	0																																																																										
1750	US	1601	13.583	-61.167	1970	2	17	15.4	593475	787	0	5.845	0	34.744	0	148	0					26	0																																																																										
1751	US	1601	13.583	-61.167	1970	2	17	15.4	593475	883	0	5.36	0	34.81	0	178	0					27	0																																																																										
1752	US	1601	13.583	-61.167	1970	2	17	15.4	593475	979	0	4.99	0	34.883	0	180	0					27	0																																																																										
1753	US	1601	13.583	-61.167	1970	2	17	15.4	593475	1076	0	4.71	0	34.922	0	178	0					28	0																																																																										
1754	US	1601	13.583	-61.167	1970	2	17	15.4	593475	1273	0	4.425	0	34.945	0	183	0					-99.99	0																																																																										
1755	US	1601	13.583	-61.167	1970	2	17	15.4	593475	1474	0	4.23	0	34.962	0	203	0					30	0																																																																										
1756	US	1601	13.583	-61.167	1970	2	17	15.4	593475	1683	0	4.15	0	34.963	0	213	0					32	0																																																																										
1757	US	1601	13.55	-60.75	1970	2	24	8.4	593929	1	0	26.58	0	36.095	0	200	0					2	0																																																																										
1758	US	1601	13.55	-60.75	1970	2	24	8.4	593929	29	0	26.61	0	36.098	0	201	0					2	0																																																																										
1759	US	1601	13.55	-60.75	1970	2	24	8.4	593929	59	0	26.6	0	36.1	0	199	0					2	0																																																																										
1760	US	1601	13.55	-60.75	1970	2	24	8.4	593929	88	0	26.2	0	36.137	0	190	0					2	0																																																																										
1761	US	1601	13.55	-60.75	1970	2	24	8.4	593929	98	0	25.42	0	36.196	0	179	0					2	0																																																																										
1762	US	1601	13.55	-60.75	1970	2	24	8.4	593929	108	0	25.18	0	36.231	0	178	0					2	0																																																																										
1763	US	1601	13.55	-60.75	1970	2	24	8.4	593929	118	0	25	0	36.243	0	177	0					2	0																																																																										
1764	US	1601	13.55	-60.75	1970	2	24	8.4	593929	127	0	24.39	0	36.328	0	174	0					2	0																																																																										
1765	US	1601	13.55	-60.75	1970	2	24	8.4	593929	137	0	23.99	0	36.325	0	173	0					3	0																																																																										
1766	US	1601	13.55	-60.75	1970	2	24	8.4	593929	147	0	23.91	0	36.366	0	173	0					2	0																																																																										
1767	US	1601	13.55	-60.75	1970	2	24	8.4	593929	172	0	22.12	0	36.735	0	156	0					3	0																																																																										
1768	US	1601	13.55	-60.75	1970	2	24	8.4	593929	196	0	20.01	0	36.661	0	145	0					3	0																																																																										
1769	US	1601	13.55	-60.75	1970	2	24	8.4	593929	245	0	15.52	0	35.94	0	135	0					7	0																																																																										
1770	US	1601	13.55	-60.75	1970	2	24	8.4	593929	294	0	13.07	0	35.593	0	128	0					9.8	0																																																																										
1771	US	1601	13.55	-60.75	1970	2	24	8.4	593929	343	0	11.22	0	35.253	0	125	0					13	0																																																																										
1772	US	1601	13.55	-60.75	1970	2	24	8.4	593929	392	0	9.45	0	34.969	0	124	0					16	0																																																																										
1773	US	1601	13.55	-60.75	1970	2	24	8.4	593929	441	0	8.72	0	34.874	0	123	0					18	0																																																																										
1774	US	1601	13.55	-60.75	1970	2	24	8.4	593929	490	0	8.26	0	34.835	0	125	0					19	0																																																																										
1775	US	1601	13.55	-60.75	1970	2	24	8.4	593929	537	0	7.16	0	34.707	0	125	0					22	0																																																																										
1776	US	1601	13.55	-60.75	1970	2	24	8.4	593929	586	0	6.63	0	34.664	0	127	0					24	0																																																																										
1777	US	1601	13.55	-60.75	1970	2	24	8.4	593929	635	0	6.17	0	34.618	0	131	0					26	0																																																																										
1778	US	1601	13.55	-60.75	1970	2	24	8.4	593929	683	0	5.765	0	34.594	0	136	0					27	0																																																																										
1779	US	1601	13.55	-60.75	1970	2	24	8.4	593929	732	0	5.58	0	34.607	0	136	0					28	0																																																																										
1780	US	1601	13.55	-60.75	1970	2	24	8.4	593929	781	0	5.46	0	34.614	0	136	0					29	0																																																																										
1781	US	1601	13.55	-60.75	1970	2	24	8.4	593929	879	0	5.35	0	34.683	0	141	0					29	0																																																																										
1782	US	1601	13.55	-60.75	1970	2	24	8.4	593929	976	0	5.485	0	34.869	0	187	0					24	0																																																																										
1783	US	1601	13.55	-60.75	1970	2	24	8.4	593929	1074	0	5.185	0	34.965	0	193	0					21	0																																																																										
1784	US	1601	13.55	-60.75	1970	2	24	8.4	593929	1123	0	5.06	0	34.982	0	206	0					20	0																																																																										
1785	US	1601	13.55	-60.75	1970	2	24	8.4	593929	1172	0	4.89	0	35.006	0	-99.99	0					-99.99	0																																																																										
1786	US	1601	13.633	-60.717	1970	2	24	10.4	593934	1	0	26.57	0	36.112	0	219	0					2	0																																																																										
1787	US	1601	13.633	-60.717	1970	2	24	10.4	593934	29	0	26.61	0	36.105	0	207	0					2	0																																																																										
1788	US	1601	13.633	-60.717	1970	2	24	10.4	593934	59	0	26.59	0	36.108	0	211	0					2	0																																																																										
1789	US	1601	13.633	-60.717	1970	2	24	10.4	593934	88	0	26.24	0	36.133	0	201	0					2	0																																																																										
1790	US	1601	13.633	-60.717	1970	2	24	10.4	593934	98	0	25.33	0	36.202	0	183	0					2	0																																																																										
1791	US	1601	13.633	-60.717	1970	2	24	10.4	593934	108	0	25.24	0	36.238	0	178	0					2	0																																																																										
1792	US	1601	13.633	-60.717	1970	2	24	10.4	593934	117	0	24.86	0	36.251	0	179	0					2	0																																																																										
1793	US	1601	13.633	-60.717	1970	2	24	10.4	593934	127	0	24.28	0	36.274	0	178	0					3	0																																																																										
1794	US	1601	13.633	-60.717	1970	2	24	10.4	593934	137	0	23.96	0	36.268	0	179	0					2	0																																																																										
1795	US	1601	13.633	-60.717	1970	2	24	10.4	593934	147	0	23.52	0	36.367	0	152	0					2	0																																																																										
1796	US	1601	13.633	-60.717	1970	2	24	10.4	593934	171	0	21.21	0	36.838	0	156	0					2	0																																																																										
1797	US	1601	13.633	-60.717	1970	2	24	10.4	593934	196	0	18.35	0	36.418	0	-99.99	0					5	0																																																																										
1798	US	1601	13.633	-60.717	1970	2	24	10.4	593934	245	0	14.53	0	35.756	0	145	0					9	0																																																																										
1799	US	1601	13.633	-60.717	1970	2	24	10.4	593934	294	0	12.97	0	35.572	0	125	0					9.8	0																																																																										
1800	US	1601	13.633	-60.717	1970	2	24	10.4	593934	342	0	11.21	0	35.265	0	124	0					13	0																																																																										
1801	US	1601	13.633	-60.717	1970	2	24	10.4	593934	391	0	10.22	0	35.107	0	123	0					15	0																																																																										
1802	US	1601	13.633	-60.717	1970	2	24	10.4	593934	440	0	9.23	0	34.962	0	122	0					17	0																																																																										
1803	US	1601	13.633	-60.717	1970	2	24	10.4	593934	489	0	8.55	0	34.872	0	125	0					19	0																																																																										
1804	US	1601	13.633	-60.717	1970	2	24	10.4	593934	540	0	7.68	0	34.775	0	127	0					21	0																																																																										
1805	US	1601	13.633	-60.717	1970	2	24	10.4	593934	589	0	6.71	0	34.656	0	133	0					23	0																																																																										
1806	US	1601	13.633	-60.717	1970	2	24	10.4	593934	638	0	6.32	0	34.586	0	136	0					25	0																																																																										
1807	US	1601	13.633	-60.717	1970	2	24	10.4	593934	687	0	5.835	0	34.599	0	142	0					27	0																																																																										
1808	US	1601	13.633	-60.717	1970	2	24	10.4	593934	737	0	5.595	0	34.603	0	139	0					28	0																																																																										
1809	US	1601	13.633	-60.717	1970	2	24	10.4	593934	786	0	5.485	0	34.609	0	139	0					29	0																																																																										
1810	US	1601	13.633	-60.717	1970	2	24	10.4	593934	835	0	5.29	0	34.641	0	145	0					30	0																																																																										
1811	US	1601	13.633	-60.717	1970	2	24	10.4	593934	885	0	5.34	0	34.695	0	144	0					29	0																																																																										
1812	US	1601	13.633	-60.717	1970	2	24	10.4	593934	934	0	5.43	0	34.77	0	155	0					27	0																																																																										
1813	US	1601	13.633	-60.717	1970	2	24	10.4	593934	1033	0	5.405	0	34.942	0	185	0					22	0																																																																										
1814	US	1601	13.633	-60.717	1970	2	24	10.4	593934	1133	0	5.09	0	34.957	0	202	0					21	0																																																																										
1815	US	1601	13.767	-60.583	1970	2	24	13	593941	1	0	26.58	0	36.075	0	219	0					2	0																																																																										
1816	US	1601	13.767	-60.583	1970	2	24	13	593941	29	0	26.6	0	36.089	0	202	0					2	0																																																																										
1817	US	1601	13.767	-60.583	1970	2	24	13	593941	59	0	26.57	0	36.092	0	199	0					2	0																																																																										
1818	US	1601	13.767	-60.583	1970	2	24	13	593941	88	0	25.96	0	36.157	0	184	0					2	0																																																																										
1819	US	1601	13.767	-60.583	1970	2	24	13	593941	98	0	25.68	0	36.202	0	173	0					2	0																																																																										
1820	US	1601	13.767	-60.583	1970	2	24	13	593941	108	0	25.19	0	36.205	0	193	0					2	0																																																																										
1821	US	1601	13.767	-60.583	1970	2	24	13	593941	118	0	25.12	0	36.269	0	185	0					2	0																																																																										
1822	US	1601	13.767	-60.583	1970	2	24	13	593941	128	0	24.44	0	36.312	0	183	0					2	0																																																																										
1823	US	1601	13.767	-60.583	1970	2	24	13	593941	138	0	24.04	0	36.303	0	195	0					2	0																																																																										
1824	US	1601	13.767	-60.583	1970	2	24	13	593941	147	0	23.89	0	36.322	0	189	0					2	0																																																																										
1825	US	1601	13.767	-60.583	1970	2	24	13	593941	172	0	22.62	0	36.608	0	186	0					3	0																																																																										
1826	US	1601	13.767	-60.583	1970	2	24	13	593941	197	0	19.22	0	36.574	0	150	0					3	0																																																																										
1827	US	1601	13.767	-60.583	1970	2	24	13	593941	246	0	15.62	0	35.995	0	142	0					6	0																																																																										
1828	US	1601	13.767	-60.583	1970	2	24	13	593941	295	0	12.94	0	35.522	0	135	0					9.8	0																																																																										
1829	US	1601	13.767	-60.583	1970	2	24	13	593941	344	0	11.07	0	35.203	0	133	0					13	0																																																																										
1830	US	1601	13.767	-60.583	1970	2	24	13	593941	393	0	9.71	0	35.014	0	130	0					16	0																																																																										
1831	US	1601	13.767	-60.583	1970	2	24	13	593941	442	0	9.13	0	34.932	0	123	0					-99.99	0																																																																										
1832	US	1601	13.767	-60.583	1970	2	24	13	593941	492	0	8.47	0	34.865	0	125	0					19	0																																																																										
1833	US	1601	13.767	-60.583	1970	2	24	13	593941	555	0	7.26	0	34.726	0	126	0					22	0																																																																										
1834	US	1601	13.767	-60.583	1970	2	24	13	593941	604	0	6.515	0	34.639	0	130	0					24	0																																																																										
1835	US	1601	13.767	-60.583	1970	2	24	13	593941	653	0	6.18	0	34.629	0	131	0					26	0																																																																										
1836	US	1601	13.767	-60.583	1970	2	24	13	593941	701	0	5.85	0	34.601	0	135	0					27	0																																																																										
1837	US	1601	13.767	-60.583	1970	2	24	13	593941	750	0	5.71	0	34.615	0	135	0					28	0																																																																										
1838	US	1601	13.767	-60.583	1970	2	24	13	593941	799	0	5.59	0	34.656	0	145	0					28	0																																																																										
1839	US	1601	13.767	-60.583	1970	2	24	13	593941	896	0	5.5	0	34.72	0	147	0					28	0																																																																										
1840	US	1601	13.767	-60.583	1970	2	24	13	593941	994	0	5.53	0	34.878	0	152	0					24	0																																																																										
1841	US	1601	13.767	-60.583	1970	2	24	13	593941	1091	0	5.1	0	34.958	0	195	0					21	0																																																																										
1842	US	1601	13.767	-60.583	1970	2	24	13	593941	1189	0	4.97	0	35.004	0	219	0					18	0																																																																										
1843	US	1601	13.767	-60.583	1970	2	24	13	593941	1286	0	4.625	0	35.016	0	215	0					17	0																																																																										
1844	US	1601	14.067	-60.6	1970	2	24	17.9	593947	1	0	26.67	0	36.105	0	199	0					2	0																																																																										
1845	US	1601	14.067	-60.6	1970	2	24	17.9	593947	29	0	26.6	0	36.097	0	200	0					2	0																																																																										
1846	US	1601	14.067	-60.6	1970	2	24	17.9	593947	59	0	26.55	0	36.089	0	199	0					2	0																																																																										
1847	US	1601	14.067	-60.6	1970	2	24	17.9	593947	88	0	26.48	0	36.092	0	197	0					2	0																																																																										
1848	US	1601	14.067	-60.6	1970	2	24	17.9	593947	98	0	26.18	0	36.127	0	193	0					2	0																																																																										
1849	US	1601	14.067	-60.6	1970	2	24	17.9	593947	108	0	25.98	0	36.155	0	194	0					2	0																																																																										
1850	US	1601	14.067	-60.6	1970	2	24	17.9	593947	118	0	24.92	0	36.276	0	175	0					2	0																																																																										
1851	US	1601	14.067	-60.6	1970	2	24	17.9	593947	128	0	24.55	0	36.273	0	178	0					3	0																																																																										
1852	US	1601	14.067	-60.6	1970	2	24	17.9	593947	137	0	24.28	0	36.273	0	173	0					2	0																																																																										
1853	US	1601	14.067	-60.6	1970	2	24	17.9	593947	147	0	23.94	0	36.314	0	173	0					2	0																																																																										
1854	US	1601	14.067	-60.6	1970	2	24	17.9	593947	172	0	22.51	0	36.767	0	156	0					2	0																																																																										
1855	US	1601	14.067	-60.6	1970	2	24	17.9	593947	196	0	19.69	0	36.619	0	151	0					3	0																																																																										
1856	US	1601	14.067	-60.6	1970	2	24	17.9	593947	245	0	15.19	0	35.902	0	133	0					8	0																																																																										
1857	US	1601	14.067	-60.6	1970	2	24	17.9	593947	294	0	12.23	0	35.378	0	129	0					11	0																																																																										
1858	US	1601	14.067	-60.6	1970	2	24	17.9	593947	344	0	10.32	0	35.107	0	123	0					15	0																																																																										
1859	US	1601	14.067	-60.6	1970	2	24	17.9	593947	393	0	9.54	0	35.019	0	121	0					16	0																																																																										
1860	US	1601	14.067	-60.6	1970	2	24	17.9	593947	442	0	8.595	0	34.874	0	121	0					20	0																																																																										
1861	US	1601	14.067	-60.6	1970	2	24	17.9	593947	491	0	8.055	0	34.821	0	121	0					20	0																																																																										
1862	US	1601	14.067	-60.6	1970	2	24	17.9	593947	530	0	7.63	0	34.769	0	123	0					21	0																																																																										
1863	US	1601	14.067	-60.6	1970	2	24	17.9	593947	579	0	7.165	0	34.714	0	123	0					22	0																																																																										
1864	US	1601	14.067	-60.6	1970	2	24	17.9	593947	628	0	6.805	0	34.672	0	125	0					24	0																																																																										
1865	US	1601	14.067	-60.6	1970	2	24	17.9	593947	676	0	6.26	0	34.628	0	129	0					26	0																																																																										
1866	US	1601	14.067	-60.6	1970	2	24	17.9	593947	725	0	6.035	0	34.615	0	131	0					27	0																																																																										
1867	US	1601	14.067	-60.6	1970	2	24	17.9	593947	774	0	-99.99	0	34.614	0	133	0					29	0																																																																										
1868	US	1601	14.067	-60.6	1970	2	24	17.9	593947	871	0	5.35	0	34.67	0	140	0					30	0																																																																										
1869	US	1601	14.067	-60.6	1970	2	24	17.9	593947	968	0	5.45	0	34.802	0	155	0					27	0																																																																										
1870	US	1601	14.067	-60.6	1970	2	24	17.9	593947	1065	0	5.345	0	34.933	0	182	0					22	0																																																																										
1871	US	1601	14.067	-60.6	1970	2	24	17.9	593947	1162	0	5.11	0	34.978	0	202	0					20	0																																																																										
1872	US	1601	14.067	-60.6	1970	2	24	17.9	593947	1357	0	4.51	0	35.007	0	-99.99	0					-99.99	0																																																																										
1873	US	1601	13.967	-60.583	1970	2	24	20.2	593960	1	0	26.65	0	36.08	0	200	0					2	0																																																																										
1874	US	1601	13.967	-60.583	1970	2	24	20.2	593960	29	0	26.63	0	36.08	0	202	0					2	0																																																																										
1875	US	1601	13.967	-60.583	1970	2	24	20.2	593960	59	0	26.59	0	36.091	0	200	0					2	0																																																																										
1876	US	1601	13.967	-60.583	1970	2	24	20.2	593960	88	0	26.56	0	36.104	0	198	0					2	0																																																																										
1877	US	1601	13.967	-60.583	1970	2	24	20.2	593960	98	0	25.74	0	36.18	0	186	0					2	0																																																																										
1878	US	1601	13.967	-60.583	1970	2	24	20.2	593960	108	0	25.3	0	36.222	0	179	0					2	0																																																																										
1879	US	1601	13.967	-60.583	1970	2	24	20.2	593960	118	0	25.02	0	36.248	0	177	0					2	0																																																																										
1880	US	1601	13.967	-60.583	1970	2	24	20.2	593960	128	0	24.66	0	36.298	0	176	0					2	0																																																																										
1881	US	1601	13.967	-60.583	1970	2	24	20.2	593960	138	0	24.4	0	36.273	0	173	0					2	0																																																																										
1882	US	1601	13.967	-60.583	1970	2	24	20.2	593960	147	0	24.17	0	36.289	0	173	0					2	0																																																																										
1883	US	1601	13.967	-60.583	1970	2	24	20.2	593960	172	0	22.55	0	36.7	0	158	0					2	0																																																																										
1884	US	1601	13.967	-60.583	1970	2	24	20.2	593960	196	0	19.44	0	36.592	0	142	0					3	0																																																																										
1885	US	1601	13.967	-60.583	1970	2	24	20.2	593960	246	0	15.29	0	35.858	0	146	0					8	0																																																																										
1886	US	1601	13.967	-60.583	1970	2	24	20.2	593960	295	0	12.7	0	35.44	0	131	0					9.8	0																																																																										
1887	US	1601	13.967	-60.583	1970	2	24	20.2	593960	344	0	10.27	0	35.078	0	125	0					15	0																																																																										
1888	US	1601	13.967	-60.583	1970	2	24	20.2	593960	393	0	9.41	0	35.063	0	122	0					17	0																																																																										
1889	US	1601	13.967	-60.583	1970	2	24	20.2	593960	442	0	8.69	0	34.885	0	122	0					20	0																																																																										
1890	US	1601	13.967	-60.583	1970	2	24	20.2	593960	491	0	8.17	0	34.816	0	122	0					20	0																																																																										
1891	US	1601	13.967	-60.583	1970	2	24	20.2	593960	540	0	7.68	0	34.77	0	122	0					21	0																																																																										
